cell_line	RB1_5925_ENSG00000139687	CDKN2A_1029_ENSG00000147889	CCND1_595_ENSG00000110092	CDK4_1019_ENSG00000135446	CDK6_1021_ENSG00000105810
NK92MI_NS	0	0	0	0	0
HT29_LARGE_INTESTINE	0	0	0	0	0
LOXIMVI_SKIN	0	1	0	0	0
KMS11_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0	0	0	0
BICR22_UPPER_AERODIGESTIVE_TRACT	0	0	1	0	0
CCFSTTG1_CENTRAL_NERVOUS_SYSTEM	0	0	0	0	1
SF126_CENTRAL_NERVOUS_SYSTEM	1	1	0	0	0
C2BBE1_LARGE_INTESTINE	0	0	0	0	0
HUTU80_SMALL_INTESTINE	0	0	0	0	0
SLVL_NS	0	0	0	0	0
VMRCLCD_LUNG	0	1	0	1	0
PANC0813_PANCREAS	0	1	0	0	0
OCIAML3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0	0	0	0
RCCFG2_KIDNEY	0	0	0	0	0
BB30HNC_UPPER_AERODIGESTIVE_TRACT	0	0	0	0	0
ML2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0	0	0	0
SF539_CENTRAL_NERVOUS_SYSTEM	1	0	0	0	0
PECAPJ15_UPPER_AERODIGESTIVE_TRACT	0	1	1	0	1
H211_NS	0	0	0	0	0
H835_LUNG	1	0	0	0	0
CORL95_LUNG	0	0	0	0	0
ACHN_KIDNEY	0	1	0	0	0
EJM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0	0	0	0
PSN1_PANCREAS	0	0	0	0	0
BL41_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0	0	0	0
MM1S_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0	0	0	0
EW1_BONE	0	1	0	0	0
HA7RCC_KIDNEY	0	1	0	0	0
CW2_LARGE_INTESTINE	0	0	0	0	0
H2291_LUNG	0	0	0	0	0
OVKATE_OVARY	0	0	0	0	0
TE441T_SOFT_TISSUE	0	0	0	0	0
HCC38_BREAST	0	1	0	0	0
ATN1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0	0	0	0
RCC10RGB_KIDNEY	0	1	0	0	0
PATU8902_PANCREAS	0	0	0	0	0
HCT15_LARGE_INTESTINE	0	0	0	0	0
CTV1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1	1	0	0	0
CORL105_LUNG	0	0	0	0	0
MPP89_PLEURA	1	0	0	0	0
MKN45_STOMACH	0	1	0	0	0
SCC3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0	0	0	0
ABC1_LUNG	0	0	0	0	0
H2452_PLEURA	0	1	0	0	0
COLO783_NS	0	1	0	0	0
RF48_STOMACH	0	0	0	0	0
KINGS1_CENTRAL_NERVOUS_SYSTEM	0	1	0	0	0
DETROIT562_UPPER_AERODIGESTIVE_TRACT	0	0	0	0	0
HEC1_ENDOMETRIUM	0	0	0	0	0
A431_SKIN	0	1	0	0	0
HS936T_SKIN	0	0	0	0	0
H1355_LUNG	0	0	0	0	0
OCUM1_STOMACH	0	0	0	0	0
H446_LUNG	0	0	0	0	0
HCC1569_BREAST	0	0	0	0	0
H1417_LUNG	1	1	0	0	0
NMCG1_CENTRAL_NERVOUS_SYSTEM	0	1	0	0	0
RKO_LARGE_INTESTINE	0	0	0	0	0
EW16_BONE	0	1	0	0	0
MC1010_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0	0	0	0
OV7_OVARY	1	0	0	0	0
CMLT1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	1	0	0	0
LU165_LUNG	0	0	0	0	0
DAOY_CENTRAL_NERVOUS_SYSTEM	0	1	0	0	0
HAL01_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	1	0	0	0
H322M_LUNG	0	1	0	0	1
P32ISH_NS	0	0	0	0	0
CHSA0108_NS	0	1	0	0	0
8MGBA_CENTRAL_NERVOUS_SYSTEM	1	0	0	0	0
C3A_LIVER	0	0	0	0	0
BICR78_UPPER_AERODIGESTIVE_TRACT	0	1	0	0	0
SUPB8_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0	0	0	0
TT2609C02_THYROID	0	0	0	0	0
SNU1040_LARGE_INTESTINE	1	0	0	0	0
H3122_LUNG	0	1	0	0	0
UMC11_LUNG	0	1	0	0	0
CCRFCEM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	1	0	0	0
EHEB_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0	0	0	0
H82_LUNG	0	0	0	0	0
RCCAB_KIDNEY	0	1	0	0	0
HCC1428_BREAST	0	0	0	0	0
CTB1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	1	0	0	0
P31FUJ_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0	0	0	0
SAS_UPPER_AERODIGESTIVE_TRACT	0	0	0	0	0
TCYIK_CERVICAL	0	0	0	0	0
PC14_LUNG	0	0	0	0	0
MC116_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0	0	0	0
CAL54_KIDNEY	0	1	0	0	0
EW24_BONE	0	0	0	0	0
H2369_NS	0	1	0	0	0
CAL78_BONE	1	0	0	0	0
JURKAT_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	1	0	0	0
SKMEL31_SKIN	0	1	0	0	0
EW7_BONE	0	0	0	0	0
CAL62_THYROID	0	1	0	0	0
MKN7_STOMACH	0	0	0	0	0
TGBC1TKB_BILIARY_TRACT	0	0	0	0	0
BE2M17_AUTONOMIC_GANGLIA	0	0	0	0	0
BICR10_NS	0	1	0	0	0
KM12_LARGE_INTESTINE	0	0	0	0	0
UDSCC2_UPPER_AERODIGESTIVE_TRACT	0	0	0	0	0
RERFLCMS_LUNG	0	0	0	0	0
MZ7MEL_SKIN	0	1	0	0	0
TUR_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0	0	0	0
EBC1_LUNG	0	0	0	0	0
S117_SOFT_TISSUE	0	1	0	0	0
SKN_NS	0	1	0	0	0
HUH7_LIVER	0	0	0	0	0
KPNYS_AUTONOMIC_GANGLIA	0	0	0	0	0
H716_LARGE_INTESTINE	0	0	0	0	0
ECGI10_OESOPHAGUS	0	1	0	0	0
SF268_CENTRAL_NERVOUS_SYSTEM	0	1	0	0	0
NO11_CENTRAL_NERVOUS_SYSTEM	0	0	0	0	0
MCCAR_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0	0	0	0
H2066_NS	0	0	0	0	0
IM9_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0	0	0	0
HCC78_LUNG	0	0	0	0	0
SIGM5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0	0	0	0
ML1_THYROID	0	0	0	0	0
KYSE50_NS	0	1	0	0	0
NCC010_NS	0	0	0	0	0
SW1088_CENTRAL_NERVOUS_SYSTEM	0	1	0	0	0
OVCAR4_OVARY	0	0	0	0	0
BPH1_PROSTATE	0	0	0	0	0
NCC021_NS	0	0	0	0	0
G361_SKIN	0	1	0	0	0
RPMI8402_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	1	0	0	0
HEY_OVARY	0	1	0	0	0
TYKNU_OVARY	0	1	0	0	0
PL18_NS	1	0	0	0	0
PCI4B_NS	0	1	0	0	0
HT1376_URINARY_TRACT	1	0	0	0	0
H2110_NS	0	0	0	0	0
SKMM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0	0	0	0
22RV1_PROSTATE	0	0	0	0	0
JVM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0	0	0	0
SBC3_LUNG	0	0	0	0	0
SNU175_LARGE_INTESTINE	0	0	0	0	0
LB2518MEL_SKIN	0	0	0	0	0
U266_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1	0	0	0	0
H1703_LUNG	0	1	0	0	0
RERFLCSQ1_LUNG	0	1	0	0	0
H661_LUNG	0	0	0	0	0
PC3_PROSTATE	0	0	0	0	0
H1648_LUNG	0	1	0	0	0
BT483_BREAST	0	0	0	0	0
SW1783_CENTRAL_NERVOUS_SYSTEM	1	0	0	0	0
H2804_NS	0	0	0	0	0
SBC5_LUNG	0	0	0	0	0
WSUDLCL2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0	0	0	0
MMACSF_SKIN	0	0	0	1	0
H1792_LUNG	0	1	0	1	0
SNU16_STOMACH	0	1	0	0	0
786O_KIDNEY	0	1	0	0	0
H1048_LUNG	1	0	0	0	0
DKMG_CENTRAL_NERVOUS_SYSTEM	0	1	0	0	0
H441_LUNG	0	0	0	0	0
H2347_LUNG	0	0	0	0	0
GEO_LARGE_INTESTINE	0	0	0	0	0
D502MG_CENTRAL_NERVOUS_SYSTEM	0	1	0	0	0
H1395_LUNG	0	0	1	0	0
EKVX_LUNG	0	0	0	0	0
TGW_AUTONOMIC_GANGLIA	0	0	0	0	0
BHY_UPPER_AERODIGESTIVE_TRACT	0	0	1	0	0
H508_LARGE_INTESTINE	0	1	0	0	0
LOUNH91_LUNG	0	1	0	0	0
QIMRWIL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0	0	0	0
CS1_NS	0	1	0	0	0
P12ICHIKAWA_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	1	0	0	0
CALU6_LUNG	0	0	0	0	0
SKNDZ_AUTONOMIC_GANGLIA	0	0	0	0	0
SNUC1_LARGE_INTESTINE	0	0	0	0	0
KYSE150_OESOPHAGUS	0	0	0	0	0
HUH6CLONE5_LIVER	0	0	0	0	0
MHHPREB1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0	0	0	0
MFE319_ENDOMETRIUM	0	1	0	0	0
KU1919_URINARY_TRACT	0	1	1	0	0
SNUC2B_LARGE_INTESTINE	0	0	0	0	0
ECC12_STOMACH	0	0	0	0	0
MYM12_NS	0	1	0	0	0
769P_KIDNEY	0	0	0	0	0
K2_NS	0	1	0	0	0
CAL33_UPPER_AERODIGESTIVE_TRACT	0	1	0	0	0
SKPNDW_BONE	1	0	0	0	0
HC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0	0	0	0
KY821_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	1	0	0	0
D566MG_CENTRAL_NERVOUS_SYSTEM	0	1	0	0	0
WM115_SKIN	0	1	0	0	0
OVCAR5_OVARY	0	1	0	0	0
PEO1_OVARY	0	1	0	0	0
A101D_SKIN	0	1	0	0	0
MOT_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0	0	0	0
H748_LUNG	1	0	0	0	0
SUDHL10_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0	0	0	0
SCH_STOMACH	0	0	0	0	0
QGP1_PANCREAS	0	0	0	0	0
A388_NS	0	0	0	0	0
SNU475_LIVER	0	0	0	0	0
DND41_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0	0	0	0
AGS_STOMACH	0	0	0	0	0
SAT_NS	0	0	0	0	0
A4FUK_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0	0	0	0
CORL88_LUNG	0	0	0	0	0
PCI38_NS	0	1	0	0	0
RVH421_SKIN	0	0	0	0	0
CAPAN1_PANCREAS	0	1	0	0	1
SKMEL28_SKIN	0	0	0	1	0
SW620_LARGE_INTESTINE	0	0	0	0	0
NB17_AUTONOMIC_GANGLIA	0	0	0	0	0
H2170_LUNG	0	1	0	0	0
H28_PLEURA	0	1	0	0	0
FTC133_THYROID	0	0	0	0	0
K562_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	1	0	0	0
H1568_NS	0	0	0	0	0
NH12_AUTONOMIC_GANGLIA	0	0	0	0	0
H747_LARGE_INTESTINE	0	0	0	0	0
CAL29_URINARY_TRACT	0	1	0	0	0
RKN_SOFT_TISSUE	0	1	0	0	0
SUDHL6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0	0	0	0
DEL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0	0	0	0
COLO680N_OESOPHAGUS	0	1	0	0	0
A498_KIDNEY	0	1	0	0	0
SW962_VULVA	0	0	0	0	0
HUCCT1_BILIARY_TRACT	0	0	0	0	0
SNUC5_LARGE_INTESTINE	0	0	0	0	0
KYSE520_OESOPHAGUS	0	0	0	0	0
CAL39_VULVA	0	1	1	0	0
SHP77_LUNG	0	0	0	0	0
H1573_LUNG	0	0	0	0	0
A3KAW_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	1	0	0	0
BFTC909_KIDNEY	0	1	0	0	0
CAL27_UPPER_AERODIGESTIVE_TRACT	0	1	0	0	0
ROS50_NS	0	0	0	0	0
A172_CENTRAL_NERVOUS_SYSTEM	0	1	0	0	0
SW1116_LARGE_INTESTINE	0	0	0	0	0
CP50MELB_SKIN	0	1	0	0	0
H1563_LUNG	0	1	0	0	0
CAOV4_OVARY	0	0	0	0	0
RPMI7951_SKIN	0	0	0	0	0
H526_LUNG	0	0	0	0	0
VAL_NS	0	0	0	0	0
SF295_CENTRAL_NERVOUS_SYSTEM	0	1	0	0	0
CAL12T_LUNG	0	0	0	0	0
SNU423_LIVER	0	0	0	0	0
LS411N_LARGE_INTESTINE	0	0	0	0	0
OSRC2_KIDNEY	0	1	0	0	0
LNCAPCLONEFGC_PROSTATE	0	0	0	0	0
SW48_LARGE_INTESTINE	0	0	0	0	0
H1437_LUNG	0	1	0	0	0
GCIY_STOMACH	0	0	0	0	0
HCT116_LARGE_INTESTINE	0	0	0	0	0
HMVII_SKIN	0	0	0	0	0
NO10_CENTRAL_NERVOUS_SYSTEM	0	0	0	0	0
H630_LARGE_INTESTINE	0	0	0	0	0
H1341_NS	0	0	0	0	0
MONOMAC6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1	0	0	0	0
BC3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1	1	0	0	0
HCC1419_BREAST	0	0	0	0	0
SNU81_LARGE_INTESTINE	0	0	0	0	0
639V_URINARY_TRACT	1	0	0	0	0
H2373_NS	0	1	0	0	0
D247MG_CENTRAL_NERVOUS_SYSTEM	0	1	0	0	0
NOMO1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	1	0	0	1
SNU387_LIVER	0	1	0	0	0
NUDUL1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0	0	0	0
BALL1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0	0	0	0
H64_LUNG	1	0	0	0	0
H1623_LUNG	0	0	0	1	0
RO82W1_THYROID	0	1	0	0	0
ETK1_BILIARY_TRACT	0	1	0	0	0
HS683_CENTRAL_NERVOUS_SYSTEM	0	1	0	0	0
LU134A_LUNG	1	0	0	0	0
RH18_SOFT_TISSUE	0	0	0	1	0
H1688_NS	1	0	0	0	0
DOHH2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	1	0	0	0
RPMI6666_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0	0	0	0
NB6_AUTONOMIC_GANGLIA	0	0	0	0	0
H2009_LUNG	1	0	0	0	0
HT115_LARGE_INTESTINE	0	0	0	0	0
COLO679_SKIN	0	1	0	0	0
ASH3_NS	0	0	0	0	0
H841_NS	0	0	0	0	0
WM1552C_NS	0	1	0	0	0
H650_LUNG	0	0	0	0	0
EB2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0	0	0	0
HS445_NS	0	0	0	0	0
WM35_NS	0	1	0	0	0
H520_LUNG	0	1	0	0	0
OACM51_NS	0	0	0	0	0
KMRC1_KIDNEY	0	1	0	0	0
CHP134_AUTONOMIC_GANGLIA	0	0	0	0	0
T98G_CENTRAL_NERVOUS_SYSTEM	0	1	0	0	0
KYM1_SOFT_TISSUE	0	0	0	0	0
LS513_LARGE_INTESTINE	0	0	0	0	0
DMS114_LUNG	0	0	1	0	0
NEC8_TESTIS	0	0	0	0	0
H2810_NS	0	1	0	0	0
SNU5_STOMACH	0	1	0	0	1
KARPAS620_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0	0	0	0
YH13_CENTRAL_NERVOUS_SYSTEM	0	1	0	0	0
MOLM13_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	1	0	0	0
H146_LUNG	1	0	0	0	0
SW1463_LARGE_INTESTINE	0	0	0	0	0
JHOS2_OVARY	0	1	0	0	0
LS1034_LARGE_INTESTINE	0	0	0	0	0
SET2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	1	0	0	0
SKM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0	0	0	0
EFM192A_BREAST	0	0	0	0	0
TK10_KIDNEY	0	0	1	0	0
BC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0	0	0	0
SUDHL8_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0	0	0	0
EFM19_BREAST	0	1	0	0	0
HCC44_LUNG	0	0	0	0	0
SKNFI_AUTONOMIC_GANGLIA	0	0	0	0	0
NB4_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	1	0	0	0
TT_NS	0	0	0	0	0
EFO27_OVARY	0	0	0	0	0
IM95_STOMACH	0	0	0	0	0
KCL22_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0	0	0	0
EPLC272H_LUNG	0	0	1	0	1
HUPT4_PANCREAS	0	1	0	0	0
CROAP3_NS	0	0	0	0	0
OAW28_OVARY	0	0	0	0	0
RERFLCFM_LUNG	1	0	0	0	0
KOPN8_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0	0	0	0
H647_NS	0	1	0	0	0
GDM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0	0	0	0
HO1N1_SALIVARY_GLAND	0	0	0	0	0
ES1_BONE	0	1	0	0	0
TMK1_NS	0	1	0	0	0
SKMEL1_SKIN	0	0	0	1	0
PANC1005_PANCREAS	0	0	0	0	0
D336MG_CENTRAL_NERVOUS_SYSTEM	1	1	0	0	0
TGBC11TKB_STOMACH	0	0	0	0	0
IGR1_SKIN	0	1	0	0	0
H1876_NS	0	0	0	0	0
SCC9_UPPER_AERODIGESTIVE_TRACT	0	1	0	0	0
GAMG_CENTRAL_NERVOUS_SYSTEM	0	1	0	0	0
LOVO_LARGE_INTESTINE	0	0	0	0	0
ES5_BONE	0	0	0	0	0
SCC15_UPPER_AERODIGESTIVE_TRACT	0	0	0	0	0
CAS1_CENTRAL_NERVOUS_SYSTEM	0	1	0	0	0
COLO678_LARGE_INTESTINE	0	1	0	0	0
LU135_LUNG	1	0	0	0	0
LS180_LARGE_INTESTINE	0	0	0	0	0
MHHNB11_AUTONOMIC_GANGLIA	0	0	0	0	0
SKMES1_LUNG	0	1	0	0	0
L540_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0	0	0	0
CMK_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	1	0	0	0
EVSAT_BREAST	0	0	0	0	0
ES7_BONE	0	0	0	0	0
VMRCRCZ_KIDNEY	0	1	0	0	0
RERFGC1B_STOMACH	0	0	0	0	0
MCC13_SKIN	1	0	0	0	0
MOGGUVW_CENTRAL_NERVOUS_SYSTEM	0	0	0	0	0
KMS12BM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0	0	0	0
LN405_CENTRAL_NERVOUS_SYSTEM	1	0	0	0	0
MFE280_ENDOMETRIUM	1	0	0	0	0
CORL303_NS	0	0	0	0	0
NCCIT_TESTIS	0	0	0	0	0
ALLSIL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1	1	0	0	0
CHSA8926_NS	0	1	0	0	0
ISTSL1_LUNG	0	0	0	0	0
H187_LUNG	1	0	0	0	0
ESO51_NS	0	1	0	0	0
MDAMB175VII_BREAST	0	0	0	0	0
CHP212_AUTONOMIC_GANGLIA	0	0	0	0	0
HH_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0	0	0	0
A2058_SKIN	1	0	0	0	0
ES6_BONE	0	0	0	0	0
H2722_NS	0	1	0	0	0
SR_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	1	0	0	0
HS940T_SKIN	0	1	0	0	0
OUMS23_LARGE_INTESTINE	0	0	0	0	0
SC1_NS	0	0	0	0	0
H522_LUNG	0	0	0	0	0
MOLT13_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	1	0	0	0
MOLP8_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	1	0	0	0
H524_LUNG	1	0	0	0	0
HT55_LARGE_INTESTINE	0	0	0	0	0
OVCA433_OVARY	0	1	0	0	0
KYSE410_OESOPHAGUS	0	0	0	0	0
HDQP1_BREAST	1	0	0	0	0
H1836_NS	1	0	0	0	0
HCC2157_BREAST	0	0	0	0	0
SW1990_PANCREAS	0	1	0	0	0
DOTC24510_CERVICAL	0	0	0	0	0
LB996RCC_KIDNEY	0	1	0	0	0
BICR31_UPPER_AERODIGESTIVE_TRACT	0	1	0	0	0
CGTHW1_THYROID	0	1	0	0	0
COLO800_SKIN	0	0	0	1	0
EB3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0	0	0	0
OPM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	1	0	0	0
D263MG_CENTRAL_NERVOUS_SYSTEM	0	1	0	0	0
H2595_NS	0	1	0	0	0
LS123_LARGE_INTESTINE	0	0	0	0	0
MOGGCCM_CENTRAL_NERVOUS_SYSTEM	1	0	0	0	0
H290_NS	0	1	0	0	0
EM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	1	0	0	0
H9_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1	1	0	0	0
BL70_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0	0	0	0
RS411_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	1	0	0	0
MS751_NS	0	0	0	0	0
D283MED_CENTRAL_NERVOUS_SYSTEM	0	0	0	0	0
CCK81_LARGE_INTESTINE	0	0	0	0	0
KMOE2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1	0	0	0	0
UWB1289_OVARY	0	0	0	0	0
PWR1E_NS	0	0	0	0	0
HS766T_PANCREAS	0	0	0	0	0
JHH7_LIVER	0	0	0	0	0
MOLM16_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0	0	0	0
HT144_SKIN	0	1	0	0	0
BE13_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	1	0	0	0
SNU1_STOMACH	0	0	0	0	0
MKN28_STOMACH	0	0	0	0	0
U031_KIDNEY	0	1	0	0	0
SIMA_AUTONOMIC_GANGLIA	0	0	0	0	0
KP3_PANCREAS	0	0	0	0	0
ARH77_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0	0	0	0
COLO829_SKIN	0	0	0	0	0
A253_SALIVARY_GLAND	0	1	0	0	0
A704_KIDNEY	0	0	0	0	0
HT3_CERVICAL	0	0	0	0	0
YT_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0	0	0	0
U118MG_CENTRAL_NERVOUS_SYSTEM	0	1	0	0	0
CHSA0011_NS	0	0	0	0	0
DSH1_URINARY_TRACT	0	1	1	0	0
KYSE180_OESOPHAGUS	0	1	1	0	0
H1651_LUNG	0	1	0	0	0
LU99A_LUNG	0	1	0	0	0
HSC2_UPPER_AERODIGESTIVE_TRACT	0	0	0	0	0
H4_CENTRAL_NERVOUS_SYSTEM	0	1	0	0	0
KURAMOCHI_OVARY	0	0	0	0	0
H720_LUNG	1	0	0	0	0
BFTC905_URINARY_TRACT	0	1	1	0	0
H1435_NS	0	0	0	0	0
NTERA2CLD1_TESTIS	0	0	0	0	0
SKMEL2_SKIN	0	0	0	0	0
N87_STOMACH	0	0	0	0	0
MKN1_STOMACH	0	0	0	0	0
H2818_NS	0	1	0	0	0
SW13_ADRENAL_GLAND	0	0	0	0	0
MDAMB330_BREAST	0	0	1	0	0
H510A_LUNG	1	0	0	0	0
DBTRG05MG_CENTRAL_NERVOUS_SYSTEM	0	1	0	0	0
H1963_LUNG	1	0	0	0	0
WM793B_SKIN	0	0	0	1	0
KARPAS422_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0	0	0	0
DG75_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0	0	0	0
L1236_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0	0	0	0
IMR5_AUTONOMIC_GANGLIA	0	0	0	0	0
CHAGOK1_LUNG	0	0	0	0	0
ME1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0	0	0	0
VCAP_PROSTATE	0	0	0	0	0
A375_SKIN	0	1	0	0	0
HCC1395_BREAST	0	1	0	0	1
BONNA12_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0	0	0	0
H1304_LUNG	1	0	0	0	0
KALS1_CENTRAL_NERVOUS_SYSTEM	0	0	0	0	0
SKGT2_NS	0	0	0	0	0
ME180_CERVICAL	0	0	0	0	0
GB1_CENTRAL_NERVOUS_SYSTEM	0	1	0	0	0
ES3_BONE	0	0	0	0	0
JURLMK1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	1	0	0	0
HOP92_LUNG	0	0	0	0	0
CPCN_LUNG	1	0	0	0	0
SNU182_LIVER	0	0	0	0	0
SKMG1_CENTRAL_NERVOUS_SYSTEM	1	1	0	0	0
BB65RCC_KIDNEY	0	0	0	0	0
SCABER_URINARY_TRACT	0	1	0	0	0
C32_SKIN	0	1	0	0	0
JJN3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0	0	0	0
NB7_AUTONOMIC_GANGLIA	0	0	0	0	0
TK_NS	0	0	0	0	0
THP1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	1	0	0	0
