cell_line	RB1_5925_ENSG00000139687	CDKN2A_1029_ENSG00000147889	CCND1_595_ENSG00000110092	CDK4_1019_ENSG00000135446	CDK6_1021_ENSG00000105810
AM38_CENTRAL_NERVOUS_SYSTEM	0	1	0	0	0
CORL279_LUNG	0	0	0	0	0
MFE280_ENDOMETRIUM	1	0	0	0	1
ISTMES1_PLEURA	0	1	0	0	0
HCC827_LUNG	0	0	0	1	0
TT_THYROID	0	0	0	0	0
2313287_STOMACH	0	0	0	0	0
ALLSIL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1	1	0	0	0
SJRH30_SOFT_TISSUE	0	0	0	1	0
MDAMB175VII_BREAST	0	0	1	0	0
CHP212_AUTONOMIC_GANGLIA	0	0	0	0	0
HH_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0	0	0	0
A2058_SKIN	1	1	0	0	0
DMS79_LUNG	1	0	0	0	0
H1436_LUNG	0	0	0	0	0
HS940T_SKIN	0	0	0	0	0
FUOV1_OVARY	0	0	0	0	0
5637_URINARY_TRACT	1	0	0	0	0
H522_LUNG	0	0	0	0	0
MOLT13_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	1	0	0	0
SW1710_URINARY_TRACT	0	1	0	0	0
HEL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	1	0	0	0
MOLP8_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	1	0	0	0
H524_LUNG	1	0	0	0	0
HT55_LARGE_INTESTINE	0	0	0	0	0
RERFLCKJ_LUNG	0	0	0	0	0
KYSE410_OESOPHAGUS	0	0	1	0	0
HDQP1_BREAST	0	0	1	0	0
H1694_LUNG	0	0	0	0	0
HCC2157_BREAST	1	0	0	0	0
SW1990_PANCREAS	0	1	0	0	0
H2227_LUNG	1	0	0	0	0
BICR31_UPPER_AERODIGESTIVE_TRACT	0	1	1	0	0
CGTHW1_THYROID	0	1	1	0	0
COLO800_SKIN	0	1	0	1	0
OPM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	1	0	0	0
NAMALWA_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0	0	0	0
GMS10_CENTRAL_NERVOUS_SYSTEM	1	0	0	0	0
HCC366_LUNG	0	0	0	0	0
SUDHL5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0	0	0	0
LS123_LARGE_INTESTINE	0	1	1	0	0
MOGGCCM_CENTRAL_NERVOUS_SYSTEM	1	0	0	0	0
HGC27_STOMACH	0	0	0	0	0
H1105_LUNG	0	0	1	0	0
SUIT2_PANCREAS	0	1	0	1	0
EM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	1	0	0	0
RS411_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	1	0	0	0
H2171_LUNG	1	0	0	0	0
D283MED_CENTRAL_NERVOUS_SYSTEM	0	0	0	0	0
CCK81_LARGE_INTESTINE	0	0	0	0	0
L363_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	1	0	0	0
HS766T_PANCREAS	0	0	0	0	0
JHH7_LIVER	0	0	1	0	0
HT144_SKIN	0	1	0	0	0
MOLM16_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0	0	0	0
SNU1_STOMACH	0	0	0	0	0
SIMA_AUTONOMIC_GANGLIA	0	0	0	0	0
KP3_PANCREAS	0	0	0	0	0
SKCO1_LARGE_INTESTINE	0	0	0	0	0
COLO829_SKIN	0	0	0	0	0
A253_SALIVARY_GLAND	0	0	1	0	0
A704_KIDNEY	0	0	0	0	0
H2405_LUNG	0	1	0	0	0
U118MG_CENTRAL_NERVOUS_SYSTEM	0	1	0	0	0
KYSE180_OESOPHAGUS	0	1	1	0	0
SUPHD1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0	0	0	0
CAL851_BREAST	0	0	0	0	0
CL11_LARGE_INTESTINE	0	0	0	0	0
OC314_OVARY	0	0	0	0	0
H1651_LUNG	0	1	0	0	0
SU8686_PANCREAS	0	1	0	0	0
LCLC97TM1_LUNG	0	1	0	0	0
HSC2_UPPER_AERODIGESTIVE_TRACT	0	0	0	0	0
H2081_LUNG	1	0	0	0	0
H4_CENTRAL_NERVOUS_SYSTEM	0	1	0	0	0
KE37_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	1	0	0	0
KURAMOCHI_OVARY	0	0	0	0	0
BFTC905_URINARY_TRACT	0	1	1	0	0
SNU61_LARGE_INTESTINE	0	0	0	0	0
SKMEL30_SKIN	0	1	1	0	0
PANC0203_PANCREAS	0	0	0	0	0
MKN1_STOMACH	0	0	0	0	0
SKMEL2_SKIN	0	0	1	0	0
DMS273_LUNG	0	0	0	0	0
KG1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0	0	0	0
KLE_ENDOMETRIUM	0	0	0	0	0
DBTRG05MG_CENTRAL_NERVOUS_SYSTEM	0	1	0	0	0
H1963_LUNG	1	0	0	0	0
H1734_LUNG	1	0	0	1	0
KYSE140_OESOPHAGUS	0	1	1	0	0
KARPAS422_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0	0	0	0
L1236_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0	0	0	0
PANC0327_PANCREAS	0	1	0	1	0
CHAGOK1_LUNG	0	0	0	0	0
ME1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0	1	0	0
SKMEL3_SKIN	0	0	0	0	0
VMRCRCW_KIDNEY	0	0	0	0	0
LK2_LUNG	0	1	0	0	0
H2030_LUNG	0	0	0	0	0
A375_SKIN	0	1	0	0	0
VCAP_PROSTATE	0	0	0	0	0
BECKER_CENTRAL_NERVOUS_SYSTEM	0	1	0	0	0
HCC1395_BREAST	0	1	1	0	1
GRANTA519_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	1	1	0	0
KALS1_CENTRAL_NERVOUS_SYSTEM	0	0	0	0	0
DB_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0	0	0	0
HSC3_UPPER_AERODIGESTIVE_TRACT	0	1	1	0	0
IPC298_SKIN	0	1	0	0	1
GB1_CENTRAL_NERVOUS_SYSTEM	0	0	0	1	0
TC71_BONE	0	1	0	0	0
NUGC4_STOMACH	0	1	0	0	0
JURLMK1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	1	0	0	0
HT29_LARGE_INTESTINE	0	0	0	0	0
CPCN_LUNG	1	0	0	0	0
SNU182_LIVER	0	0	0	0	0
LOXIMVI_SKIN	0	1	0	0	0
KMS11_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0	0	1	0
SCABER_URINARY_TRACT	0	1	1	0	0
BICR22_UPPER_AERODIGESTIVE_TRACT	0	0	1	0	0
C32_SKIN	0	1	0	0	0
CCFSTTG1_CENTRAL_NERVOUS_SYSTEM	0	1	0	0	1
SF126_CENTRAL_NERVOUS_SYSTEM	0	1	0	0	0
THP1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	1	0	0	0
