#BioGRID Interaction ID	Entrez Gene Interactor A	Entrez Gene Interactor B	BioGRID ID Interactor A	BioGRID ID Interactor B	Systematic Name Interactor A	Systematic Name Interactor B	Official Symbol Interactor A	Official Symbol Interactor B	Synonyms Interactor A	Synonyms Interactor B	Experimental System	Experimental System Type	Author	Pubmed ID	Organism Interactor A	Organism Interactor B	Throughput	Score	Modification	Phenotypes	Qualifications	Tags	Source Database
262749	5925	23741	111860	117243	RP11-174I10.1	PNAS-22	RB1	EID1	OSRC|PPP1R130|RB|p105-Rb|pRb|pp110	C15orf3|CRI1|EID-1|IRO45620|PTD014|RBP21	Two-hybrid	physical	MacLellan WR (2000)	11073990	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
262750	5925	23741	111860	117243	RP11-174I10.1	PNAS-22	RB1	EID1	OSRC|PPP1R130|RB|p105-Rb|pRb|pp110	C15orf3|CRI1|EID-1|IRO45620|PTD014|RBP21	Reconstituted Complex	physical	MacLellan WR (2000)	11073990	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
262751	23741	5925	117243	111860	PNAS-22	RP11-174I10.1	EID1	RB1	C15orf3|CRI1|EID-1|IRO45620|PTD014|RBP21	OSRC|PPP1R130|RB|p105-Rb|pRb|pp110	Affinity Capture-Western	physical	MacLellan WR (2000)	11073990	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
262752	5925	23741	111860	117243	RP11-174I10.1	PNAS-22	RB1	EID1	OSRC|PPP1R130|RB|p105-Rb|pRb|pp110	C15orf3|CRI1|EID-1|IRO45620|PTD014|RBP21	Affinity Capture-Western	physical	MacLellan WR (2000)	11073990	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
262813	5925	2972	111860	109227	RP11-174I10.1	-	RB1	BRF1	OSRC|PPP1R130|RB|p105-Rb|pRb|pp110	BRF|BRF-1|GTF3B|HEL-S-76p|TAF3B2|TAF3C|TAFIII90|TF3B90|TFIIIB90|hBRF	Affinity Capture-Western	physical	Johnston IM (2002)	11997511	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
263693	5925	7799	111860	113575	RP11-174I10.1	RP5-1177E19.1	RB1	PRDM2	OSRC|PPP1R130|RB|p105-Rb|pRb|pp110	HUMHOXY1|KMT8|MTB-ZF|RIZ|RIZ1|RIZ2	Reconstituted Complex	physical	Buyse IM (1995)	7538672	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
263694	7799	5925	113575	111860	RP5-1177E19.1	RP11-174I10.1	PRDM2	RB1	HUMHOXY1|KMT8|MTB-ZF|RIZ|RIZ1|RIZ2	OSRC|PPP1R130|RB|p105-Rb|pRb|pp110	Affinity Capture-Western	physical	Buyse IM (1995)	7538672	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
263717	5925	6839	111860	112706	RP11-174I10.1	-	RB1	SUV39H1	OSRC|PPP1R130|RB|p105-Rb|pRb|pp110	H3-K9-HMTase 1|KMT1A|MG44|SUV39H	Affinity Capture-Western	physical	Nielsen SJ (2001)	11484059	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
263718	6839	5925	112706	111860	-	RP11-174I10.1	SUV39H1	RB1	H3-K9-HMTase 1|KMT1A|MG44|SUV39H	OSRC|PPP1R130|RB|p105-Rb|pRb|pp110	Affinity Capture-Western	physical	Nielsen SJ (2001)	11484059	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
263719	23468	5925	117030	111860	-	RP11-174I10.1	CBX5	RB1	HEL25|HP1|HP1A	OSRC|PPP1R130|RB|p105-Rb|pRb|pp110	Affinity Capture-Western	physical	Nielsen SJ (2001)	11484059	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
263720	5925	6839	111860	112706	RP11-174I10.1	-	RB1	SUV39H1	OSRC|PPP1R130|RB|p105-Rb|pRb|pp110	H3-K9-HMTase 1|KMT1A|MG44|SUV39H	Affinity Capture-Western	physical	Vandel L (2001)	11533237	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
263721	6839	5925	112706	111860	-	RP11-174I10.1	SUV39H1	RB1	H3-K9-HMTase 1|KMT1A|MG44|SUV39H	OSRC|PPP1R130|RB|p105-Rb|pRb|pp110	Affinity Capture-Western	physical	Vandel L (2001)	11533237	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
263722	5925	6839	111860	112706	RP11-174I10.1	-	RB1	SUV39H1	OSRC|PPP1R130|RB|p105-Rb|pRb|pp110	H3-K9-HMTase 1|KMT1A|MG44|SUV39H	Reconstituted Complex	physical	Vandel L (2001)	11533237	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
263758	8535	5925	114105	111860	-	RP11-174I10.1	CBX4	RB1	NBP16|PC2	OSRC|PPP1R130|RB|p105-Rb|pRb|pp110	Phenotypic Enhancement	genetic	Dahiya A (2001)	11583618	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
263759	6015	5925	111947	111860	DADB-100D22.6	RP11-174I10.1	RING1	RB1	RING1A|RNF1	OSRC|PPP1R130|RB|p105-Rb|pRb|pp110	Affinity Capture-Western	physical	Dahiya A (2001)	11583618	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
263762	5925	8535	111860	114105	RP11-174I10.1	-	RB1	CBX4	OSRC|PPP1R130|RB|p105-Rb|pRb|pp110	NBP16|PC2	Affinity Capture-Western	physical	Dahiya A (2001)	11583618	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
263778	5925	7421	111860	113264	RP11-174I10.1	-	RB1	VDR	OSRC|PPP1R130|RB|p105-Rb|pRb|pp110	NR1I1|PPP1R163	Reconstituted Complex	physical	Chan SW (2001)	11358960	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
263780	5925	5927	111860	111862	RP11-174I10.1	-	RB1	KDM5A	OSRC|PPP1R130|RB|p105-Rb|pRb|pp110	RBBP-2|RBBP2|RBP2	Affinity Capture-Western	physical	Chan SW (2001)	11358960	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
263783	5925	5927	111860	111862	RP11-174I10.1	-	RB1	KDM5A	OSRC|PPP1R130|RB|p105-Rb|pRb|pp110	RBBP-2|RBBP2|RBP2	Reconstituted Complex	physical	Kim YW (1994)	7935440	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
263786	5927	5925	111862	111860	-	RP11-174I10.1	KDM5A	RB1	RBBP-2|RBBP2|RBP2	OSRC|PPP1R130|RB|p105-Rb|pRb|pp110	Affinity Capture-Western	physical	Kim YW (1994)	7935440	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
269141	5925	896	111860	107336	RP11-174I10.1	RP5-973N23.3	RB1	CCND3	OSRC|PPP1R130|RB|p105-Rb|pRb|pp110	-	Two-hybrid	physical	Stern MD (2007)	17972097	9606	9606	Low Throughput	-	-	-	Assumed human.	-	BIOGRID
274711	5925	1869	111860	108201	RP11-174I10.1	-	RB1	E2F1	OSRC|PPP1R130|RB|p105-Rb|pRb|pp110	E2F-1|RBAP1|RBBP3|RBP3	Reconstituted Complex	physical	Choubey D (1996)	8896460	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
275245	5371	5925	111384	111860	-	RP11-174I10.1	PML	RB1	MYL|PP8675|RNF71|TRIM19	OSRC|PPP1R130|RB|p105-Rb|pRb|pp110	Affinity Capture-Western	physical	Alcalay M (1998)	9448006	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
275246	5925	5371	111860	111384	RP11-174I10.1	-	RB1	PML	OSRC|PPP1R130|RB|p105-Rb|pRb|pp110	MYL|PP8675|RNF71|TRIM19	Affinity Capture-Western	physical	Alcalay M (1998)	9448006	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
275248	5925	5371	111860	111384	RP11-174I10.1	-	RB1	PML	OSRC|PPP1R130|RB|p105-Rb|pRb|pp110	MYL|PP8675|RNF71|TRIM19	Reconstituted Complex	physical	Alcalay M (1998)	9448006	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
275809	595	5925	107067	111860	-	RP11-174I10.1	CCND1	RB1	BCL1|D11S287E|PRAD1|U21B31	OSRC|PPP1R130|RB|p105-Rb|pRb|pp110	Reconstituted Complex	physical	Siegert JL (2000)	11126356	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
275811	5925	595	111860	107067	RP11-174I10.1	-	RB1	CCND1	OSRC|PPP1R130|RB|p105-Rb|pRb|pp110	BCL1|D11S287E|PRAD1|U21B31	Phenotypic Suppression	genetic	Siegert JL (2000)	11126356	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
275812	6872	5925	112735	111860	-	RP11-174I10.1	TAF1	RB1	BA2R|CCG1|CCGS|DYT3|DYT3/TAF1|KAT4|N-TAF1|NSCL2|OF|P250|TAF(II)250|TAF2A|TAFII-250|TAFII250|XDP	OSRC|PPP1R130|RB|p105-Rb|pRb|pp110	Phenotypic Suppression	genetic	Siegert JL (2000)	11126356	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
275813	5925	6872	111860	112735	RP11-174I10.1	-	RB1	TAF1	OSRC|PPP1R130|RB|p105-Rb|pRb|pp110	BA2R|CCG1|CCGS|DYT3|DYT3/TAF1|KAT4|N-TAF1|NSCL2|OF|P250|TAF(II)250|TAF2A|TAFII-250|TAFII250|XDP	Reconstituted Complex	physical	Siegert JL (2000)	11126356	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
275958	5925	5036	111860	111075	RP11-174I10.1	-	RB1	PA2G4	OSRC|PPP1R130|RB|p105-Rb|pRb|pp110	EBP1|HG4-1|p38-2G4	Affinity Capture-Western	physical	Xia X (2001)	11268000	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
275959	5036	5925	111075	111860	-	RP11-174I10.1	PA2G4	RB1	EBP1|HG4-1|p38-2G4	OSRC|PPP1R130|RB|p105-Rb|pRb|pp110	Reconstituted Complex	physical	Xia X (2001)	11268000	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
276647	7112	5925	112967	111860	-	RP11-174I10.1	TMPO	RB1	CMD1T|LAP2|LEMD4|PRO0868|TP	OSRC|PPP1R130|RB|p105-Rb|pRb|pp110	Affinity Capture-Western	physical	Markiewicz E (2002)	12475961	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
277766	5925	595	111860	107067	RP11-174I10.1	-	RB1	CCND1	OSRC|PPP1R130|RB|p105-Rb|pRb|pp110	BCL1|D11S287E|PRAD1|U21B31	Affinity Capture-Western	physical	Dowdy SF (1993)	8490963	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
277841	5925	4609	111860	110694	RP11-174I10.1	-	RB1	MYC	OSRC|PPP1R130|RB|p105-Rb|pRb|pp110	MRTL|MYCC|bHLHe39|c-Myc	Two-hybrid	physical	Adnane J (1995)	7838535	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
277848	5925	26574	111860	117743	RP11-174I10.1	HSPC277	RB1	AATF	OSRC|PPP1R130|RB|p105-Rb|pRb|pp110	BFR2|CHE-1|CHE1|DED	Affinity Capture-Western	physical	Bruno T (2002)	12450794	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
277849	26574	5925	117743	111860	HSPC277	RP11-174I10.1	AATF	RB1	BFR2|CHE-1|CHE1|DED	OSRC|PPP1R130|RB|p105-Rb|pRb|pp110	Affinity Capture-Western	physical	Bruno T (2002)	12450794	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
277917	7052	5925	112910	111860	RP5-1054A22.2	RP11-174I10.1	TGM2	RB1	G-ALPHA-h|GNAH|HEL-S-45|TG2|TGC	OSRC|PPP1R130|RB|p105-Rb|pRb|pp110	Affinity Capture-Western	physical	Oliverio S (1997)	9315663	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
278012	5422	5925	111418	111860	-	RP11-174I10.1	POLA1	RB1	NSX|POLA|p180	OSRC|PPP1R130|RB|p105-Rb|pRb|pp110	Affinity Capture-Western	physical	Takemura M (1997)	9395244	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
278013	5422	5925	111418	111860	-	RP11-174I10.1	POLA1	RB1	NSX|POLA|p180	OSRC|PPP1R130|RB|p105-Rb|pRb|pp110	Co-purification	physical	Takemura M (1997)	9395244	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
278199	5925	25	111860	106543	RP11-174I10.1	RP11-83J21.1	RB1	ABL1	OSRC|PPP1R130|RB|p105-Rb|pRb|pp110	ABL|JTK7|bcr/abl|c-ABL|c-ABL1|p150|v-abl	Reconstituted Complex	physical	Welch PJ (1993)	8242749	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
278413	2444	5925	108726	111860	-	RP11-174I10.1	FRK	RB1	GTK|PTK5|RAK	OSRC|PPP1R130|RB|p105-Rb|pRb|pp110	Reconstituted Complex	physical	Craven RJ (1995)	7664264	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
278414	2444	5925	108726	111860	-	RP11-174I10.1	FRK	RB1	GTK|PTK5|RAK	OSRC|PPP1R130|RB|p105-Rb|pRb|pp110	Affinity Capture-Western	physical	Craven RJ (1995)	7664264	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
278648	5925	1386	111860	107776	RP11-174I10.1	-	RB1	ATF2	OSRC|PPP1R130|RB|p105-Rb|pRb|pp110	CRE-BP1|CREB-2|CREB2|HB16|TREB7	Reconstituted Complex	physical	Kim SJ (1992)	1641004	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
278864	5925	22938	111860	116597	RP11-174I10.1	-	RB1	SNW1	OSRC|PPP1R130|RB|p105-Rb|pRb|pp110	Bx42|NCOA-62|PRPF45|Prp45|SKIIP|SKIP	Reconstituted Complex	physical	Prathapam T (2002)	12466551	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
278865	22938	5925	116597	111860	-	RP11-174I10.1	SNW1	RB1	Bx42|NCOA-62|PRPF45|Prp45|SKIIP|SKIP	OSRC|PPP1R130|RB|p105-Rb|pRb|pp110	Reconstituted Complex	physical	Prathapam T (2002)	12466551	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
279228	5925	10620	111860	115865	RP11-174I10.1	-	RB1	ARID3B	OSRC|PPP1R130|RB|p105-Rb|pRb|pp110	BDP|DRIL2	Reconstituted Complex	physical	Numata S (1999)	10446990	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
279442	4654	5925	110737	111860	-	RP11-174I10.1	MYOD1	RB1	MYF3|MYOD|PUM|bHLHc1	OSRC|PPP1R130|RB|p105-Rb|pRb|pp110	Reconstituted Complex	physical	Gu W (1993)	8381715	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
279443	5925	4654	111860	110737	RP11-174I10.1	-	RB1	MYOD1	OSRC|PPP1R130|RB|p105-Rb|pRb|pp110	MYF3|MYOD|PUM|bHLHc1	Affinity Capture-Western	physical	Gu W (1993)	8381715	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
280374	5925	4176	111860	110344	RP11-174I10.1	-	RB1	MCM7	OSRC|PPP1R130|RB|p105-Rb|pRb|pp110	CDC47|MCM2|P1.1-MCM3|P1CDC47|P85MCM|PNAS146|PPP1R104	Reconstituted Complex	physical	Sterner JM (1998)	9566894	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
280377	5925	4176	111860	110344	RP11-174I10.1	-	RB1	MCM7	OSRC|PPP1R130|RB|p105-Rb|pRb|pp110	CDC47|MCM2|P1.1-MCM3|P1CDC47|P85MCM|PNAS146|PPP1R104	Two-hybrid	physical	Sterner JM (1998)	9566894	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
281828	5925	6617	111860	112501	RP11-174I10.1	-	RB1	SNAPC1	OSRC|PPP1R130|RB|p105-Rb|pRb|pp110	PTFgamma|SNAP43	Affinity Capture-Western	physical	Hirsch HA (2000)	11094070	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
281829	5925	6619	111860	112503	RP11-174I10.1	RP11-307K19.1	RB1	SNAPC3	OSRC|PPP1R130|RB|p105-Rb|pRb|pp110	PTFbeta|SNAP50	Reconstituted Complex	physical	Hirsch HA (2000)	11094070	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
281830	5925	6617	111860	112501	RP11-174I10.1	-	RB1	SNAPC1	OSRC|PPP1R130|RB|p105-Rb|pRb|pp110	PTFgamma|SNAP43	Reconstituted Complex	physical	Hirsch HA (2000)	11094070	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
281831	6617	5925	112501	111860	-	RP11-174I10.1	SNAPC1	RB1	PTFgamma|SNAP43	OSRC|PPP1R130|RB|p105-Rb|pRb|pp110	Reconstituted Complex	physical	Hirsch HA (2000)	11094070	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
281832	6619	5925	112503	111860	RP11-307K19.1	RP11-174I10.1	SNAPC3	RB1	PTFbeta|SNAP50	OSRC|PPP1R130|RB|p105-Rb|pRb|pp110	Reconstituted Complex	physical	Hirsch HA (2000)	11094070	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
282033	5925	6872	111860	112735	RP11-174I10.1	-	RB1	TAF1	OSRC|PPP1R130|RB|p105-Rb|pRb|pp110	BA2R|CCG1|CCGS|DYT3|DYT3/TAF1|KAT4|N-TAF1|NSCL2|OF|P250|TAF(II)250|TAF2A|TAFII-250|TAFII250|XDP	Reconstituted Complex	physical	Shao Z (1995)	7724524	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
282034	5925	6872	111860	112735	RP11-174I10.1	-	RB1	TAF1	OSRC|PPP1R130|RB|p105-Rb|pRb|pp110	BA2R|CCG1|CCGS|DYT3|DYT3/TAF1|KAT4|N-TAF1|NSCL2|OF|P250|TAF(II)250|TAF2A|TAFII-250|TAFII250|XDP	Affinity Capture-Western	physical	Shao Z (1995)	7724524	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
282920	905	5925	107344	111860	-	RP11-174I10.1	CCNT2	RB1	CYCT2	OSRC|PPP1R130|RB|p105-Rb|pRb|pp110	Reconstituted Complex	physical	Simone C (2002)	12037672	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
282921	5925	905	111860	107344	RP11-174I10.1	-	RB1	CCNT2	OSRC|PPP1R130|RB|p105-Rb|pRb|pp110	CYCT2	Reconstituted Complex	physical	Simone C (2002)	12037672	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
282922	5925	1025	111860	107459	RP11-174I10.1	RP11-228B15.5	RB1	CDK9	OSRC|PPP1R130|RB|p105-Rb|pRb|pp110	C-2k|CDC2L4|CTK1|PITALRE|TAK	Reconstituted Complex	physical	Simone C (2002)	12037672	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
282923	1025	5925	107459	111860	RP11-228B15.5	RP11-174I10.1	CDK9	RB1	C-2k|CDC2L4|CTK1|PITALRE|TAK	OSRC|PPP1R130|RB|p105-Rb|pRb|pp110	Affinity Capture-Western	physical	Simone C (2002)	12037672	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
283111	5925	5894	111860	111831	RP11-174I10.1	-	RB1	RAF1	OSRC|PPP1R130|RB|p105-Rb|pRb|pp110	CMD1NN|CRAF|NS5|Raf-1|c-Raf	Reconstituted Complex	physical	Wang S (1998)	9819434	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
283113	5894	5925	111831	111860	-	RP11-174I10.1	RAF1	RB1	CMD1NN|CRAF|NS5|Raf-1|c-Raf	OSRC|PPP1R130|RB|p105-Rb|pRb|pp110	Two-hybrid	physical	Wang S (1998)	9819434	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
283115	5894	5925	111831	111860	-	RP11-174I10.1	RAF1	RB1	CMD1NN|CRAF|NS5|Raf-1|c-Raf	OSRC|PPP1R130|RB|p105-Rb|pRb|pp110	Affinity Capture-Western	physical	Wang S (1998)	9819434	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
283328	5925	1869	111860	108201	RP11-174I10.1	-	RB1	E2F1	OSRC|PPP1R130|RB|p105-Rb|pRb|pp110	E2F-1|RBAP1|RBBP3|RBP3	Two-hybrid	physical	Fajas L (2000)	10869426	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
283329	5925	1874	111860	108206	RP11-174I10.1	-	RB1	E2F4	OSRC|PPP1R130|RB|p105-Rb|pRb|pp110	E2F-4	Two-hybrid	physical	Fajas L (2000)	10869426	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
283330	5925	1877	111860	108209	RP11-174I10.1	-	RB1	E4F1	OSRC|PPP1R130|RB|p105-Rb|pRb|pp110	E4F	Two-hybrid	physical	Fajas L (2000)	10869426	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
283331	1877	5925	108209	111860	-	RP11-174I10.1	E4F1	RB1	E4F	OSRC|PPP1R130|RB|p105-Rb|pRb|pp110	Reconstituted Complex	physical	Fajas L (2000)	10869426	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
283332	1877	5925	108209	111860	-	RP11-174I10.1	E4F1	RB1	E4F	OSRC|PPP1R130|RB|p105-Rb|pRb|pp110	Affinity Capture-Western	physical	Fajas L (2000)	10869426	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
286289	6872	5925	112735	111860	-	RP11-174I10.1	TAF1	RB1	BA2R|CCG1|CCGS|DYT3|DYT3/TAF1|KAT4|N-TAF1|NSCL2|OF|P250|TAF(II)250|TAF2A|TAFII-250|TAFII250|XDP	OSRC|PPP1R130|RB|p105-Rb|pRb|pp110	Reconstituted Complex	physical	Siegert JL (1999)	9858607	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
286299	5925	8507	111860	114079	RP11-174I10.1	-	RB1	ENC1	OSRC|PPP1R130|RB|p105-Rb|pRb|pp110	CCL28|ENC-1|KLHL35|KLHL37|NRPB|PIG10|TP53I10	Affinity Capture-Western	physical	Kim TA (1998)	9566959	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
286300	5925	8507	111860	114079	RP11-174I10.1	-	RB1	ENC1	OSRC|PPP1R130|RB|p105-Rb|pRb|pp110	CCL28|ENC-1|KLHL35|KLHL37|NRPB|PIG10|TP53I10	Reconstituted Complex	physical	Kim TA (1998)	9566959	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
286345	5925	5981	111860	111913	RP11-174I10.1	-	RB1	RFC1	OSRC|PPP1R130|RB|p105-Rb|pRb|pp110	A1|MHCBFB|PO-GA|RECC1|RFC|RFC140	Affinity Capture-Western	physical	van der Kuip H (1999)	10353443	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
287691	4000	5925	110186	111860	RP11-54H19.1	RP11-174I10.1	LMNA	RB1	CDCD1|CDDC|CMD1A|CMT2B1|EMD2|FPL|FPLD|FPLD2|HGPS|IDC|LDP1|LFP|LGMD1B|LMN1|LMNC|LMNL1|PRO1	OSRC|PPP1R130|RB|p105-Rb|pRb|pp110	Reconstituted Complex	physical	Mancini MA (1994)	8278403	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
287853	1869	5925	108201	111860	-	RP11-174I10.1	E2F1	RB1	E2F-1|RBAP1|RBBP3|RBP3	OSRC|PPP1R130|RB|p105-Rb|pRb|pp110	Reconstituted Complex	physical	Dyson N (1993)	8230483	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
287855	1869	5925	108201	111860	-	RP11-174I10.1	E2F1	RB1	E2F-1|RBAP1|RBBP3|RBP3	OSRC|PPP1R130|RB|p105-Rb|pRb|pp110	Affinity Capture-Western	physical	Dyson N (1993)	8230483	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
288404	8804	5925	114332	111860	UNQ727/PRO1409	RP11-174I10.1	CREG1	RB1	CREG	OSRC|PPP1R130|RB|p105-Rb|pRb|pp110	Reconstituted Complex	physical	Veal E (1998)	9710587	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
297024	1051	5925	107480	111860	PP9092	RP11-174I10.1	CEBPB	RB1	C/EBP-beta|IL6DBP|NF-IL6|TCF5	OSRC|PPP1R130|RB|p105-Rb|pRb|pp110	Reconstituted Complex	physical	Charles A (2001)	11596110	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
297241	26959	5925	117927	111860	-	RP11-174I10.1	HBP1	RB1	-	OSRC|PPP1R130|RB|p105-Rb|pRb|pp110	Reconstituted Complex	physical	Lavender P (1997)	9178770	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
297242	26959	5925	117927	111860	-	RP11-174I10.1	HBP1	RB1	-	OSRC|PPP1R130|RB|p105-Rb|pRb|pp110	Affinity Capture-Western	physical	Lavender P (1997)	9178770	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
301303	5925	3146	111860	109389	RP11-174I10.1	RP11-550P23.1	RB1	HMGB1	OSRC|PPP1R130|RB|p105-Rb|pRb|pp110	HMG1|HMG3|SBP-1	Reconstituted Complex	physical	Dintilhac A (2002)	11748221	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
301653	5245	5925	111264	111860	-	RP11-174I10.1	PHB	RB1	HEL-215|HEL-S-54e|PHB1	OSRC|PPP1R130|RB|p105-Rb|pRb|pp110	Affinity Capture-Western	physical	Wang S (1999)	10523633	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
301655	5925	5894	111860	111831	RP11-174I10.1	-	RB1	RAF1	OSRC|PPP1R130|RB|p105-Rb|pRb|pp110	CMD1NN|CRAF|NS5|Raf-1|c-Raf	Reconstituted Complex	physical	Wang S (1999)	10523633	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
301852	5925	4193	111860	110358	RP11-174I10.1	-	RB1	MDM2	OSRC|PPP1R130|RB|p105-Rb|pRb|pp110	ACTFS|HDMX|hdm2	Reconstituted Complex	physical	Hsieh JK (1999)	10078201	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
302093	3725	5925	109928	111860	-	RP11-174I10.1	JUN	RB1	AP-1|AP1|c-Jun	OSRC|PPP1R130|RB|p105-Rb|pRb|pp110	Affinity Capture-Western	physical	Nishitani J (1999)	10026157	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
302094	5925	3725	111860	109928	RP11-174I10.1	-	RB1	JUN	OSRC|PPP1R130|RB|p105-Rb|pRb|pp110	AP-1|AP1|c-Jun	Reconstituted Complex	physical	Nishitani J (1999)	10026157	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
302095	3725	5925	109928	111860	-	RP11-174I10.1	JUN	RB1	AP-1|AP1|c-Jun	OSRC|PPP1R130|RB|p105-Rb|pRb|pp110	Two-hybrid	physical	Nishitani J (1999)	10026157	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
302602	5080	5925	111114	111860	-	RP11-174I10.1	PAX6	RB1	AN|AN2|D11S812E|FVH1|MGDA|WAGR	OSRC|PPP1R130|RB|p105-Rb|pRb|pp110	Reconstituted Complex	physical	Cvekl A (1999)	10359315	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
304573	5925	4331	111860	110474	RP11-174I10.1	-	RB1	MNAT1	OSRC|PPP1R130|RB|p105-Rb|pRb|pp110	CAP35|MAT1|RNF66|TFB3	Reconstituted Complex	physical	Wu L (2001)	11113200	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
304574	5929	5925	111864	111860	-	RP11-174I10.1	RBBP5	RB1	RBQ3|SWD1	OSRC|PPP1R130|RB|p105-Rb|pRb|pp110	Reconstituted Complex	physical	Saijo M (1995)	7558034	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
304575	5925	1870	111860	108202	RP11-174I10.1	-	RB1	E2F2	OSRC|PPP1R130|RB|p105-Rb|pRb|pp110	E2F-2	Co-crystal Structure	physical	Lee C (2002)	12502741	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
