marker	target	nA	nB	med.grpA	med.grpB	min.grpA	min.grpB	cles	wilcox.p	wilcox_fdr
RB1_5925_ENSG00000139687	MYO3B_ENSG00000071909	4	8	0.54	0.57	-0.05	0.13	0.59375	0.335291447235305	0.852341597796142
RB1_5925_ENSG00000139687	N4BP2_ENSG00000078177	4	8	1.27	0.7	0.38	-0.16	0.203125	0.955565356763677	1
RB1_5925_ENSG00000139687	NAGK_ENSG00000124357	4	8	0.115	-1.79	-0.97	-2.59	0.25	0.923232323232323	1
RB1_5925_ENSG00000139687	NEK1_ENSG00000137601	4	8	0.125	0.045	-0.19	-2.63	0.46875	0.595959595959596	0.988279840108938
RB1_5925_ENSG00000139687	NEK11_ENSG00000114670	4	8	-0.85	-2.05	-1.17	-4.35	0.21875	0.945454545454545	1
RB1_5925_ENSG00000139687	NEK2_ENSG00000117650	4	8	-0.285	-0.82	-0.5	-1.53	0.28125	0.892929292929293	1
RB1_5925_ENSG00000139687	NEK3_ENSG00000136098	4	8	-1.53	-1.23	-2.06	-3.5	0.5	0.533333333333333	0.95015912763432
RB1_5925_ENSG00000139687	NEK4_ENSG00000114904	4	8	-0.61	0.01	-1.34	-0.82	0.71875	0.141414141414141	0.738802660753878
RB1_5925_ENSG00000139687	NEK5_ENSG00000197168	4	8	0.06	0.545	-1.72	0.19	0.78125	0.0767676767676768	0.724389267120545
RB1_5925_ENSG00000139687	NEK6_ENSG00000119408	4	8	1.45	0.715	0.61	-0.78	0.15625	0.975757575757576	1
RB1_5925_ENSG00000139687	NEK7_ENSG00000151414	4	8	-1.65	0.1	-2.04	-1.38	0.90625	0.0141414141414141	0.513405238828966
RB1_5925_ENSG00000139687	NEK8_ENSG00000160602	4	8	-2.475	-2.22	-3.75	-4.44	0.578125	0.366823394411382	0.8996408996409
RB1_5925_ENSG00000139687	NEK9_ENSG00000119638	4	8	0	0.01	-0.16	-1.27	0.453125	0.633401939655421	0.998365823843532
RB1_5925_ENSG00000139687	NLK_ENSG00000087095	4	8	-0.445	-0.66	-2	-1.46	0.5	0.533333333333333	0.95015912763432
RB1_5925_ENSG00000139687	NME1_ENSG00000239672	4	8	0.875	0.03	0.78	-1.28	0.125	0.985858585858586	1
RB1_5925_ENSG00000139687	NME1.NME2_ENSG00000243678	4	8	0.32	0.855	-0.59	0.01	0.90625	0.0141414141414141	0.513405238828966
RB1_5925_ENSG00000139687	NME3_ENSG00000103024	4	8	0.59	-0.01	-0.02	-0.68	0.1875	0.963636363636364	1
RB1_5925_ENSG00000139687	NME4_ENSG00000103202	4	8	0.57	0.305	0.35	-0.53	0.25	0.923232323232323	1
RB1_5925_ENSG00000139687	NME5_ENSG00000112981	4	8	0.545	1.355	0.09	0.75	0.90625	0.0141414141414141	0.513405238828966
RB1_5925_ENSG00000139687	NME6_ENSG00000172113	4	8	-0.795	-0.385	-1.51	-1.87	0.734375	0.116831732478345	0.738802660753878
RB1_5925_ENSG00000139687	NME7_ENSG00000143156	4	8	0.43	0.805	-0.78	-0.18	0.6875	0.183838383838384	0.763143058491896
RB1_5925_ENSG00000139687	NPR2_ENSG00000159899	4	8	0.15	0.49	0.04	-0.34	0.625	0.284848484848485	0.811363636363637
RB1_5925_ENSG00000139687	NRBP1_ENSG00000115216	4	8	0.265	-0.135	-0.44	-1.18	0.3125	0.858585858585859	1
RB1_5925_ENSG00000139687	NRBP2_ENSG00000260533	4	8	-1.385	-0.585	-2.41	-5.65	0.5625	0.404040404040404	0.8996408996409
RB1_5925_ENSG00000139687	NRK_ENSG00000123572	4	8	-0.74	-0.035	-0.96	-2.17	0.625	0.284848484848485	0.811363636363637
RB1_5925_ENSG00000139687	NTRK1_ENSG00000198400	4	8	-0.025	-0.45	-1.02	-2.16	0.265625	0.91326118194834	1
RB1_5925_ENSG00000139687	NTRK2_ENSG00000148053	4	8	1.03	0.995	0.34	0.55	0.53125	0.466666666666667	0.917064220183487
RB1_5925_ENSG00000139687	NTRK3_ENSG00000140538	4	8	0.98	0.975	0.89	0.26	0.4375	0.658585858585859	0.998365823843532
RB1_5925_ENSG00000139687	NUCKS1_ENSG00000069275	4	8	1.125	0.72	0.49	0.38	0.34375	0.816161616161616	1
RB1_5925_ENSG00000139687	NUP62_ENSG00000213024	4	8	-2.17	-2.47	-2.43	-3.25	0.296875	0.883168267521655	1
RB1_5925_ENSG00000139687	TPD52L3_ENSG00000170777	4	8	0.33	-0.11	0.2	-1.64	0.296875	0.883578976603043	1
RB1_5925_ENSG00000139687	OXSR1_ENSG00000172939	4	8	-0.555	0.235	-1.09	-0.05	1	0.00202020202020202	0.288484848484849
RB1_5925_ENSG00000139687	PIK3R5_ENSG00000141506	4	8	-0.795	-1.075	-1.74	-3.34	0.375	0.77805076709927	1
RB1_5925_ENSG00000139687	SCYL3_ENSG00000000457	4	8	0.97	0.115	-0.2	-1.38	0.21875	0.945454545454545	1
RB1_5925_ENSG00000139687	PACSIN1_ENSG00000124507	4	8	-0.42	0.625	-3.08	-0.2	0.8125	0.0545454545454545	0.695454545454545
RB1_5925_ENSG00000139687	PAK1_ENSG00000149269	4	8	-2.055	-1.395	-2.3	-3.06	0.59375	0.335291447235305	0.852341597796142
RB1_5925_ENSG00000139687	PAK2_ENSG00000180370	4	8	-0.555	0.215	-2.12	-0.71	0.8125	0.0545454545454545	0.695454545454545
RB1_5925_ENSG00000139687	PAK3_ENSG00000077264	4	8	-0.015	-0.35	-0.58	-3.01	0.34375	0.816161616161616	1
RB1_5925_ENSG00000139687	PAK4_ENSG00000130669	4	8	0.395	0.135	-1.48	-2.13	0.40625	0.715151515151515	1
RB1_5925_ENSG00000139687	PAK6_ENSG00000137843	4	8	0.44	0.47	-0.07	-0.77	0.53125	0.466666666666667	0.917064220183487
RB1_5925_ENSG00000139687	PAK7_ENSG00000101349	4	8	0.215	0.44	-0.31	-0.69	0.5	0.533333333333333	0.95015912763432
RB1_5925_ENSG00000139687	PANK1_ENSG00000152782	4	8	0.635	0.92	0.05	-0.03	0.5	0.533333333333333	0.95015912763432
RB1_5925_ENSG00000139687	PANK2_ENSG00000125779	4	8	-1.31	0.07	-1.96	-2.3	0.78125	0.0767676767676768	0.724389267120545
RB1_5925_ENSG00000139687	PANK3_ENSG00000120137	4	8	0.7	0.36	-0.14	-0.16	0.28125	0.892929292929293	1
RB1_5925_ENSG00000139687	PANK4_ENSG00000157881	4	8	-0.95	-2.325	-2.76	-2.46	0.3125	0.865616223507883	1
RB1_5925_ENSG00000139687	PAPSS1_ENSG00000138801	4	8	-0.165	0.215	-1.47	-1.02	0.59375	0.341414141414141	0.852341597796142
RB1_5925_ENSG00000139687	PAPSS2_ENSG00000198682	4	8	-1.125	-0.035	-1.66	-0.92	0.875	0.0242424242424242	0.580347689839472
RB1_5925_ENSG00000139687	PASK_ENSG00000115687	4	8	-0.345	0.055	-1.76	-2.09	0.5625	0.404040404040404	0.8996408996409
RB1_5925_ENSG00000139687	PCK1_ENSG00000124253	4	8	-1.015	-1.13	-1.53	-2.76	0.375	0.76969696969697	1
RB1_5925_ENSG00000139687	PCK2_ENSG00000100889	4	8	0.495	0.225	0.29	-0.4	0.296875	0.883168267521655	1
RB1_5925_ENSG00000139687	CDK16_ENSG00000102225	4	8	0.73	-0.79	-0.19	-2.25	0.15625	0.975757575757576	1
RB1_5925_ENSG00000139687	CDK17_ENSG00000059758	4	8	0.41	-0.035	-0.27	-5	0.375	0.76969696969697	1
RB1_5925_ENSG00000139687	CDK18_ENSG00000117266	4	8	-0.59	-1.605	-1.29	-6.17	0.296875	0.883168267521655	1
RB1_5925_ENSG00000139687	PDGFRA_ENSG00000134853	4	8	-0.755	-0.72	-3.03	-1.75	0.53125	0.466666666666667	0.917064220183487
RB1_5925_ENSG00000139687	PDGFRB_ENSG00000113721	4	8	-0.935	-0.985	-4.28	-1.72	0.53125	0.466666666666667	0.917064220183487
RB1_5925_ENSG00000139687	PDGFRL_ENSG00000104213	4	8	0.28	0.51	-0.3	-0.08	0.65625	0.23030303030303	0.785524030110016
RB1_5925_ENSG00000139687	PDIK1L_ENSG00000175087	4	8	0.675	0.43	-0.13	-0.25	0.40625	0.715151515151515	1
RB1_5925_ENSG00000139687	PDK1_ENSG00000152256	4	8	0.765	0.28	0.54	-0.97	0.1875	0.963636363636364	1
RB1_5925_ENSG00000139687	PDK2_ENSG00000005882	4	8	-0.535	-0.135	-1.44	-1.35	0.6875	0.183838383838384	0.763143058491896
RB1_5925_ENSG00000139687	PDK3_ENSG00000067992	4	8	0.28	0.1	-0.58	-1.2	0.3125	0.858585858585859	1
RB1_5925_ENSG00000139687	PDK4_ENSG00000004799	4	8	-1.005	-0.135	-1.16	-1.02	0.9375	0.00808080808080808	0.422172949002217
RB1_5925_ENSG00000139687	PDPK1_ENSG00000140992	4	8	-0.555	0.26	-0.9	-0.23	0.9375	0.00808080808080808	0.422172949002217
RB1_5925_ENSG00000139687	PDXK_ENSG00000160209	4	8	1.03	0.805	0.39	0.06	0.25	0.923232323232323	1
RB1_5925_ENSG00000139687	PFKFB1_ENSG00000158571	4	8	-1.94	-1.635	-2.82	-2.77	0.59375	0.341414141414141	0.852341597796142
RB1_5925_ENSG00000139687	PFKFB2_ENSG00000123836	4	8	0.155	0.385	-0.37	-0.34	0.5625	0.404040404040404	0.8996408996409
RB1_5925_ENSG00000139687	PFKFB3_ENSG00000170525	4	8	-1.015	-0.83	-2.03	-3.02	0.515625	0.5	0.95015912763432
RB1_5925_ENSG00000139687	PFKFB4_ENSG00000114268	4	8	-1.475	-1.455	-2.78	-2.76	0.5625	0.404040404040404	0.8996408996409
RB1_5925_ENSG00000139687	PFKL_ENSG00000141959	4	8	1.22	0.185	0.83	-2.12	0.09375	0.991919191919192	1
RB1_5925_ENSG00000139687	PFKM_ENSG00000152556	4	8	0.905	0.425	0.75	0.06	0.1875	0.963636363636364	1
RB1_5925_ENSG00000139687	PFKP_ENSG00000067057	4	8	-0.8	-0.75	-1.36	-2.77	0.5625	0.39928088150241	0.8996408996409
RB1_5925_ENSG00000139687	CDK14_ENSG00000058091	4	8	-1.525	-0.945	-3.4	-5.45	0.6875	0.183838383838384	0.763143058491896
RB1_5925_ENSG00000139687	PGK1_ENSG00000102144	4	8	0.38	-0.195	-0.8	-1.44	0.21875	0.945454545454545	1
RB1_5925_ENSG00000139687	PGK2_ENSG00000170950	4	8	0.685	0.635	0.39	-0.13	0.4375	0.658585858585859	0.998365823843532
RB1_5925_ENSG00000139687	PHKA1_ENSG00000067177	4	8	0.995	1.06	0.72	0.35	0.5	0.53389698311206	0.95015912763432
RB1_5925_ENSG00000139687	PHKA2_ENSG00000044446	4	8	-0.66	0.175	-1.05	-0.44	0.90625	0.0141414141414141	0.513405238828966
RB1_5925_ENSG00000139687	PHKB_ENSG00000102893	4	8	0.005	0.435	-0.91	-0.77	0.75	0.107070707070707	0.728080808080808
RB1_5925_ENSG00000139687	PHKG1P1_ENSG00000226075	4	8	-0.24	-0.085	-0.88	-1.73	0.578125	0.366823394411382	0.8996408996409
RB1_5925_ENSG00000139687	PHKG2_ENSG00000156873	4	8	0.57	0.26	-0.51	-1.34	0.34375	0.816161616161616	1
RB1_5925_ENSG00000139687	PI4K2B_ENSG00000038210	4	8	-1.46	-1.07	-2.14	-6.57	0.53125	0.466666666666667	0.917064220183487
RB1_5925_ENSG00000139687	PI4K2A_ENSG00000155252	4	8	1.17	0.655	0.82	0.06	0.15625	0.975757575757576	1
RB1_5925_ENSG00000139687	PIK3C2A_ENSG00000011405	4	8	-3.09	-2.955	-4.77	-6.15	0.53125	0.466666666666667	0.917064220183487
RB1_5925_ENSG00000139687	PIK3C2B_ENSG00000133056	4	8	0.18	0.1	-0.21	-1.68	0.390625	0.751924093389513	1
RB1_5925_ENSG00000139687	PIK3C2G_ENSG00000139144	4	8	-1.155	-0.775	-1.79	-4.27	0.65625	0.23030303030303	0.785524030110016
RB1_5925_ENSG00000139687	PIK3C3_ENSG00000078142	4	8	0.35	-0.005	0.03	-1.03	0.375	0.76969696969697	1
RB1_5925_ENSG00000139687	PIK3CA_ENSG00000121879	4	8	0.26	0.755	0.13	-0.14	0.796875	0.0628533942309357	0.724389267120545
RB1_5925_ENSG00000139687	PIK3CB_ENSG00000051382	4	8	-0.985	-0.165	-1.99	-1.01	0.84375	0.0363636363636364	0.649837540036897
RB1_5925_ENSG00000139687	PIK3CD_ENSG00000171608	4	8	0.52	0.66	0.29	0.25	0.46875	0.595959595959596	0.988279840108938
RB1_5925_ENSG00000139687	PIK3CG_ENSG00000105851	4	8	-0.715	-0.66	-1	-1.47	0.4375	0.658585858585859	0.998365823843532
RB1_5925_ENSG00000139687	PIK3R1_ENSG00000145675	4	8	0.865	0.88	-0.48	0.48	0.515625	0.5	0.95015912763432
RB1_5925_ENSG00000139687	PIK3R2_ENSG00000105647	4	8	0.64	0.32	-0.01	-1.02	0.3125	0.858585858585859	1
RB1_5925_ENSG00000139687	PIK3R3_ENSG00000117461	4	8	0.815	0.6	0.73	-0.47	0.375	0.76969696969697	1
RB1_5925_ENSG00000139687	PIK3R4_ENSG00000196455	4	8	-0.185	-0.6	-0.85	-1.88	0.46875	0.595959595959596	0.988279840108938
RB1_5925_ENSG00000139687	PI4KA_ENSG00000241973	4	8	-1.185	-1.775	-1.86	-2.4	0.46875	0.60071911849759	0.988279840108938
RB1_5925_ENSG00000139687	PI4KB_ENSG00000143393	4	8	-0.125	-0.205	-0.64	-1.49	0.4375	0.658585858585859	0.998365823843532
RB1_5925_ENSG00000139687	PIM1_ENSG00000137193	4	8	0.13	0.345	-0.13	-0.34	0.6875	0.183838383838384	0.763143058491896
RB1_5925_ENSG00000139687	PIM2_ENSG00000102096	4	8	-0.02	-0.165	-0.9	-2.24	0.375	0.76969696969697	1
RB1_5925_ENSG00000139687	PIM3_ENSG00000198355	4	8	-0.245	0.015	-0.54	-1.07	0.59375	0.335291447235305	0.852341597796142
RB1_5925_ENSG00000139687	PINK1_ENSG00000158828	4	8	-0.785	-0.5	-1.57	-1.71	0.53125	0.466666666666667	0.917064220183487
RB1_5925_ENSG00000139687	PIP5K1A_ENSG00000143398	4	8	0.77	0.065	0.42	-1.1	0.25	0.925937161449478	1
RB1_5925_ENSG00000139687	PIP5K1B_ENSG00000107242	4	8	0.24	0.51	-0.52	-0.1	0.71875	0.141414141414141	0.738802660753878
RB1_5925_ENSG00000139687	PIP5K1C_ENSG00000186111	4	8	0.395	0.91	-0.48	0.17	0.6875	0.173421556323483	0.763143058491896
RB1_5925_ENSG00000139687	PIP4K2A_ENSG00000150867	4	8	1.005	1.035	-0.05	0.12	0.53125	0.46610301688794	0.917064220183487
RB1_5925_ENSG00000139687	PIP4K2B_ENSG00000141720	4	8	-1.545	-1.215	-2.9	-3.15	0.625	0.275758854010894	0.811363636363637
RB1_5925_ENSG00000139687	PIP4K2C_ENSG00000166908	4	8	0.235	0.53	-1.18	-0.21	0.78125	0.0767676767676768	0.724389267120545
RB1_5925_ENSG00000139687	PIKFYVE_ENSG00000115020	4	8	0.045	-0.44	-0.35	-2.31	0.21875	0.945454545454545	1
RB1_5925_ENSG00000139687	PIP5KL1_ENSG00000167103	4	8	0.645	0.395	0.25	-1.61	0.1875	0.963636363636364	1
RB1_5925_ENSG00000139687	PKIA_ENSG00000171033	4	8	0.8	0.585	0.33	-0.2	0.40625	0.724241145989106	1
RB1_5925_ENSG00000139687	PKIB_ENSG00000135549	4	8	0.06	-0.365	-0.22	-1.89	0.34375	0.816161616161616	1
RB1_5925_ENSG00000139687	PKLR_ENSG00000262785	4	8	-1.035	-0.345	-1.93	-2.12	0.78125	0.0740628385505215	0.724389267120545
RB1_5925_ENSG00000139687	PKM_ENSG00000067225	4	8	0.125	-0.78	-0.55	-1.69	0.25	0.923232323232323	1
RB1_5925_ENSG00000139687	PKMYT1_ENSG00000127564	4	8	0.24	-0.13	-0.6	-0.52	0.375	0.778451342884149	1
RB1_5925_ENSG00000139687	PKN3_ENSG00000160447	4	8	-0.11	-0.285	-1.5	-1.56	0.46875	0.595959595959596	0.988279840108938
RB1_5925_ENSG00000139687	PLK1_ENSG00000166851	4	8	-4.92	-4.085	-5.49	-12.37	0.46875	0.595959595959596	0.988279840108938
RB1_5925_ENSG00000139687	PLK2_ENSG00000145632	4	8	-0.01	-0.375	-0.24	-0.91	0.25	0.923232323232323	1
RB1_5925_ENSG00000139687	PLK3_ENSG00000173846	4	8	-0.195	-0.115	-0.72	-1.23	0.421875	0.695120600387787	1
RB1_5925_ENSG00000139687	PLK4_ENSG00000142731	4	8	-1.31	-1.86	-2.74	-3.38	0.40625	0.715151515151515	1
RB1_5925_ENSG00000139687	PMVK_ENSG00000163344	4	8	-0.46	-1.77	-0.53	-3.18	0	1	1
RB1_5925_ENSG00000139687	PNCK_ENSG00000130822	4	8	-0.595	0.245	-0.82	-0.32	0.9375	0.00808080808080808	0.422172949002217
RB1_5925_ENSG00000139687	PNKP_ENSG00000039650	4	8	-1.2	-1.875	-2.25	-4.99	0.25	0.923232323232323	1
RB1_5925_ENSG00000139687	PRKAA1_ENSG00000132356	4	8	0.905	0.655	0.48	-0.33	0.265625	0.91326118194834	1
RB1_5925_ENSG00000139687	PRKAA2_ENSG00000162409	4	8	-0.28	0.27	-1.17	-1.53	0.5625	0.404040404040404	0.8996408996409
RB1_5925_ENSG00000139687	PRKAB1_ENSG00000111725	4	8	0.265	-0.835	-1.26	-2.85	0.3125	0.858585858585859	1
RB1_5925_ENSG00000139687	PRKAB2_ENSG00000131791	4	8	0.125	-0.975	-1.3	-2.56	0.21875	0.945454545454545	1
RB1_5925_ENSG00000139687	PRKACA_ENSG00000072062	4	8	-1.16	-0.89	-1.55	-2.04	0.6875	0.183838383838384	0.763143058491896
RB1_5925_ENSG00000139687	PRKACB_ENSG00000142875	4	8	0.17	0.485	-0.17	-0.02	0.71875	0.141414141414141	0.738802660753878
RB1_5925_ENSG00000139687	PRKACG_ENSG00000165059	4	8	0.46	0.085	-0.92	-1.31	0.3125	0.858585858585859	1
RB1_5925_ENSG00000139687	PRKAG1_ENSG00000181929	4	8	0.305	0.465	0.03	-0.24	0.609375	0.304879399612213	0.850327700480938
RB1_5925_ENSG00000139687	PRKAG2_ENSG00000106617	4	8	0.845	0.565	0.54	0.24	0.1875	0.963636363636364	1
RB1_5925_ENSG00000139687	PRKAG3_ENSG00000115592	4	8	-1.525	-2.59	-1.66	-4.35	0.125	0.985858585858586	1
RB1_5925_ENSG00000139687	PRKAR1A_ENSG00000108946	4	8	0.06	-0.02	-1.02	-1.67	0.4375	0.658585858585859	0.998365823843532
RB1_5925_ENSG00000139687	PRKAR1B_ENSG00000188191	4	8	-0.035	-0.295	-0.68	-2.14	0.34375	0.816161616161616	1
RB1_5925_ENSG00000139687	PRKAR2A_ENSG00000114302	4	8	0.39	0.35	-0.74	-0.88	0.4375	0.658585858585859	0.998365823843532
RB1_5925_ENSG00000139687	PRKAR2B_ENSG00000005249	4	8	-1.905	-1.49	-2.21	-3.38	0.65625	0.221949232900729	0.785524030110016
RB1_5925_ENSG00000139687	PRKCA_ENSG00000154229	4	8	0.065	0.155	-0.75	-2.6	0.46875	0.595959595959596	0.988279840108938
RB1_5925_ENSG00000139687	PRKCB_ENSG00000166501	4	8	0.095	-0.55	-0.51	-1.06	0.15625	0.974802831393524	1
RB1_5925_ENSG00000139687	PRKCD_ENSG00000163932	4	8	0.455	-0.655	-0.56	-1.76	0.21875	0.945454545454545	1
RB1_5925_ENSG00000139687	PRKCE_ENSG00000171132	4	8	0.795	1.01	0.45	-2.08	0.5625	0.404040404040404	0.8996408996409
RB1_5925_ENSG00000139687	PRKCG_ENSG00000126583	4	8	0.59	0.925	0.11	0.09	0.5625	0.39928088150241	0.8996408996409
RB1_5925_ENSG00000139687	PRKCH_ENSG00000027075	4	8	-1.19	-2.15	-1.24	-4.8	0.25	0.923232323232323	1
RB1_5925_ENSG00000139687	PRKCI_ENSG00000163558	4	8	0.36	0.89	-0.14	-1.1	0.625	0.284848484848485	0.811363636363637
RB1_5925_ENSG00000139687	PKN1_ENSG00000123143	4	8	1.165	0.67	0.2	0.32	0.25	0.925937161449478	1
RB1_5925_ENSG00000139687	PKN2_ENSG00000065243	4	8	-0.475	-0.55	-1.8	-2.41	0.40625	0.724241145989106	1
RB1_5925_ENSG00000139687	PRKD1_ENSG00000184304	4	8	0.195	-0.63	-1.78	-1.75	0.34375	0.816161616161616	1
RB1_5925_ENSG00000139687	PRKD3_ENSG00000115825	4	8	-2.62	-0.395	-3.86	-2.99	0.84375	0.0363636363636364	0.649837540036897
RB1_5925_ENSG00000139687	PRKCQ_ENSG00000065675	4	8	0.76	0.24	-0.1	-0.29	0.34375	0.816161616161616	1
RB1_5925_ENSG00000139687	PRKCSH_ENSG00000130175	4	8	0.5	0.06	-0.1	-1.49	0.28125	0.892929292929293	1
RB1_5925_ENSG00000139687	PRKCZ_ENSG00000067606	4	8	-0.65	-1.3	-2.63	-4.37	0.40625	0.715151515151515	1
RB1_5925_ENSG00000139687	PRKD2_ENSG00000105287	4	8	0.075	-0.265	-0.51	-1.88	0.375	0.76969696969697	1
RB1_5925_ENSG00000139687	PRKDC_ENSG00000253729	4	8	-0.29	-0.44	-1.13	-2.33	0.4375	0.658585858585859	0.998365823843532
RB1_5925_ENSG00000139687	PRKG1_ENSG00000185532	4	8	-0.23	0.14	-0.59	-0.81	0.625	0.284848484848485	0.811363636363637
RB1_5925_ENSG00000139687	PRKG2_ENSG00000138669	4	8	-0.43	-0.13	-0.79	-2.18	0.53125	0.466666666666667	0.917064220183487
RB1_5925_ENSG00000139687	EIF2AK2_ENSG00000055332	4	8	0.115	0.335	-1	-0.48	0.6875	0.183838383838384	0.763143058491896
RB1_5925_ENSG00000139687	WNK1_ENSG00000060237	4	8	-0.045	-0.12	-2.19	-1.07	0.5625	0.404040404040404	0.8996408996409
RB1_5925_ENSG00000139687	WNK2_ENSG00000165238	4	8	0.1	0.555	-0.57	-0.6	0.59375	0.341414141414141	0.852341597796142
RB1_5925_ENSG00000139687	WNK3_ENSG00000196632	4	8	-0.07	-0.025	-1.84	-2.17	0.5625	0.404040404040404	0.8996408996409
RB1_5925_ENSG00000139687	PRKX_ENSG00000183943	4	8	1.035	0.575	0.68	0.24	0.125	0.983279186119172	1
RB1_5925_ENSG00000139687	PRKY_ENSG00000099725	4	8	-0.57	-1.74	-1.1	-5.66	0.09375	0.989187192891941	1
RB1_5925_ENSG00000139687	RP11.78H18.2_ENSG00000229817	4	8	-0.355	-1.105	-1.3	-2.23	0.1875	0.962987777831699	1
RB1_5925_ENSG00000139687	PRPS1_ENSG00000147224	4	8	-0.85	-0.015	-2.09	-1.01	0.8125	0.0545454545454545	0.695454545454545
RB1_5925_ENSG00000139687	PRPS1L1_ENSG00000229937	4	8	0.65	0.305	0.5	-0.77	0.21875	0.945454545454545	1
RB1_5925_ENSG00000139687	PRPS2_ENSG00000101911	4	8	1.295	0.79	0.87	0.09	0.1875	0.963636363636364	1
RB1_5925_ENSG00000139687	PSKH1_ENSG00000159792	4	8	0.745	0.78	0.01	-0.25	0.5	0.53389698311206	0.95015912763432
RB1_5925_ENSG00000139687	PSKH2_ENSG00000147613	4	8	-0.545	-0.195	-0.68	-0.74	0.703125	0.15366617420925	0.763143058491896
RB1_5925_ENSG00000139687	PTK2_ENSG00000169398	4	8	0.115	-0.365	-1.24	-1.46	0.40625	0.715151515151515	1
RB1_5925_ENSG00000139687	PTK2B_ENSG00000120899	4	8	-0.35	-0.6	-1.5	-1.89	0.46875	0.595959595959596	0.988279840108938
RB1_5925_ENSG00000139687	PTK6_ENSG00000101213	4	8	0.745	0.355	0.05	-0.4	0.234375	0.937146605769064	1
RB1_5925_ENSG00000139687	PTK7_ENSG00000112655	4	8	-2.52	-3.595	-3.09	-7.26	0.3125	0.858585858585859	1
RB1_5925_ENSG00000139687	TWF1_ENSG00000151239	4	8	0.645	0.85	0.35	-0.36	0.625	0.284848484848485	0.811363636363637
RB1_5925_ENSG00000139687	TWF2_ENSG00000247596	4	8	-0.5	-0.345	-2.84	-1.17	0.59375	0.341414141414141	0.852341597796142
RB1_5925_ENSG00000139687	PXK_ENSG00000168297	4	8	-0.855	-0.805	-2.31	-1.72	0.59375	0.341414141414141	0.852341597796142
RB1_5925_ENSG00000139687	ALDH18A1_ENSG00000059573	4	8	0.645	-0.48	0.13	-1.81	0.125	0.985858585858586	1
RB1_5925_ENSG00000139687	RAF1_ENSG00000132155	4	8	0.495	0.51	-0.01	-0.94	0.5	0.533333333333333	0.95015912763432
RB1_5925_ENSG00000139687	MOK_ENSG00000080823	4	8	-1.155	-0.775	-2.49	-4.08	0.59375	0.341414141414141	0.852341597796142
RB1_5925_ENSG00000139687	RBKS_ENSG00000171174	4	8	1.24	1.165	0.06	0.48	0.46875	0.595959595959596	0.988279840108938
RB1_5925_ENSG00000139687	RELA_ENSG00000173039	4	8	-2.66	-2.255	-4.5	-4.91	0.625	0.284848484848485	0.811363636363637
RB1_5925_ENSG00000139687	RET_ENSG00000165731	4	8	0.605	-0.14	0.08	-3.05	0.171875	0.969364302350585	1
RB1_5925_ENSG00000139687	RFK_ENSG00000135002	4	8	0.755	0.57	0.09	-0.33	0.375	0.76969696969697	1
RB1_5925_ENSG00000139687	TRIM27_ENSG00000215641_RFP	4	8	-0.325	0.145	-0.88	-1.93	0.78125	0.0740628385505215	0.724389267120545
RB1_5925_ENSG00000139687	RIOK1_ENSG00000124784	4	8	-0.325	-0.54	-1.25	-4.35	0.40625	0.715151515151515	1
RB1_5925_ENSG00000139687	RIOK2_ENSG00000058729	4	8	0.575	0.395	0.22	-1.14	0.28125	0.892929292929293	1
RB1_5925_ENSG00000139687	RIOK3_ENSG00000101782	4	8	-0.055	0.23	-1.42	-0.41	0.6875	0.183838383838384	0.763143058491896
RB1_5925_ENSG00000139687	RIPK1_ENSG00000137275	4	8	-0.13	0.11	-0.56	-0.69	0.625	0.284848484848485	0.811363636363637
RB1_5925_ENSG00000139687	RIPK2_ENSG00000104312	4	8	0.355	0.44	0.01	-0.58	0.625	0.275758854010894	0.811363636363637
RB1_5925_ENSG00000139687	RIPK3_ENSG00000129465	4	8	0.27	0.44	-0.33	-0.3	0.703125	0.15366617420925	0.763143058491896
RB1_5925_ENSG00000139687	RNASEL_ENSG00000135828	4	8	-0.02	-0.315	-0.37	-1.78	0.28125	0.892929292929293	1
RB1_5925_ENSG00000139687	ROCK1_ENSG00000067900	4	8	0.075	0.635	-0.05	-0.35	0.84375	0.0363636363636364	0.649837540036897
RB1_5925_ENSG00000139687	ROCK2_ENSG00000134318	4	8	-0.04	0.22	-1.7	-1.67	0.75	0.107070707070707	0.728080808080808
RB1_5925_ENSG00000139687	ROR1_ENSG00000185483	4	8	-0.495	0.745	-0.76	-0.95	0.6875	0.183838383838384	0.763143058491896
RB1_5925_ENSG00000139687	ROR2_ENSG00000169071	4	8	-0.22	0.09	-1.5	-2.24	0.5	0.533333333333333	0.95015912763432
RB1_5925_ENSG00000139687	ROS1_ENSG00000047936	4	8	-0.355	-2.085	-0.73	-4.57	0	1	1
RB1_5925_ENSG00000139687	MST4_ENSG00000134602	4	8	1.145	0.91	0.45	-0.98	0.3125	0.858585858585859	1
RB1_5925_ENSG00000139687	RPS6KA1_ENSG00000117676	4	8	-0.77	-0.855	-1.34	-2.14	0.53125	0.466666666666667	0.917064220183487
RB1_5925_ENSG00000139687	RPS6KA2_ENSG00000071242	4	8	-1.77	-1.77	-5.57	-3.42	0.625	0.284848484848485	0.811363636363637
RB1_5925_ENSG00000139687	RPS6KA3_ENSG00000177189	4	8	0.235	0.795	-1.86	0.27	0.75	0.107070707070707	0.728080808080808
